#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 01 27 20 50 186  4.2  5.3  2.58 10.00  8.16 112 1012.5  23.3  23.4 999.0 99.0 99.00
2018 01 27 21 50 182  3.3  4.1  2.47 10.81  8.12 111 1012.0  23.2  23.4 999.0 99.0 99.00
2018 01 27 22 50 190  2.7  3.5  2.96 10.00  8.80 113 1011.2  23.3  23.6 999.0 99.0 99.00
2018 01 27 23 50 197  2.7  3.9  2.47 10.81  8.31 117 1010.4  23.2  23.6 999.0 99.0 99.00
2018 01 28 00 50 207  2.0  2.9  2.44 10.81  8.04 122 1009.6  23.3  23.8 999.0 99.0 99.00
2018 01 28 01 50 219  2.1  3.0  2.47 10.00  8.09 111 1009.6  23.4  23.8 999.0 99.0 99.00
2018 01 28 02 50 238  1.9  2.8  2.45 11.43  8.33  19 1010.2  23.2  23.8 999.0 99.0 99.00
2018 01 28 03 50 187  1.6  2.3  2.51 10.81  8.16 110 1010.8  23.2  23.6 999.0 99.0 99.00
2018 01 28 04 50 188  1.6  2.2  2.55 10.00  8.40 114 1011.6  23.2  23.5 999.0 99.0 99.00
2018 01 28 05 50 183  1.1  1.8  2.48 10.00  8.04 121 1012.0  23.0  23.6 999.0 99.0 99.00
2018 01 28 06 50 155  1.9  2.8  2.38 10.81  8.23 112 1012.1  23.0  23.6 999.0 99.0 99.00
2018 01 28 07 50 150  2.5  4.3  2.39 10.00  8.15 101 1012.5  22.3  23.5 999.0 99.0 99.00
2018 01 28 08 50 165  4.5 10.1  2.46 10.00  8.46 114 1012.5  22.4  23.3 999.0 99.0 99.00
2018 01 28 09 50 151  0.3  1.5  2.55 10.00  8.44  97 1011.8  22.2  23.1 999.0 99.0 99.00
2018 01 28 10 50 158  2.5  3.3  2.18 10.81  8.07  99 1011.2  22.7  23.2 999.0 99.0 99.00
2018 01 28 11 50 128  0.4  1.2  2.26  9.09  8.26 114 1010.6  22.6  23.3 999.0 99.0 99.00
2018 01 28 12 50 114  0.9  1.7  2.60 10.00  8.68 110 1010.3  22.7  23.4 999.0 99.0 99.00
2018 01 28 13 50  33  2.3  3.1  2.30 10.81  8.19  96 1009.7  22.2  23.4 999.0 99.0 99.00
2018 01 28 14 50  44  5.5  8.0  2.23 10.00  8.15  85 1009.2  22.1  23.4 999.0 99.0 99.00
2018 01 28 15 50  85  3.8  5.4  2.24 10.00  8.55 115 1009.8  21.2  23.4 999.0 99.0 99.00
2018 01 28 16 50  73  4.1  5.4  2.32 10.81  8.45  98 1010.0  22.0  23.3 999.0 99.0 99.00
2018 01 28 17 50  50  3.2  4.3  2.27 10.00  8.28  99 1010.7  22.5  23.3 999.0 99.0 99.00
2018 01 28 18 50  53  3.9  4.7  2.03 10.81  8.23  25 1011.3  22.6  23.4 999.0 99.0 99.00
2018 01 28 19 50  64  3.7  4.6  2.27 10.81  8.26  73 1012.2  22.8  23.4 999.0 99.0 99.00
2018 01 28 20 50  67  4.8  5.9  2.20 10.81  8.29  71 1012.0  22.9  23.4 999.0 99.0 99.00
2018 01 28 21 50  78  4.9  6.2  2.28 10.00  8.27  99 1011.2  22.5  23.5 999.0 99.0 99.00
2018 01 28 22 50  61  4.5  6.1  2.18 10.00  7.99 107 1010.3  22.6  23.5 999.0 99.0 99.00
2018 01 28 23 50  48  4.8  5.7  2.46 10.00  8.26 103 1008.9  22.7  23.5 999.0 99.0 99.00
2018 01 29 00 50  44  4.9  6.2  2.13 10.81  7.71  32 1008.6  22.7  23.5 999.0 99.0 99.00
2018 01 29 01 50  36  5.8  7.0  2.29 10.00  8.02 109 1008.4  22.7  23.5 999.0 99.0 99.00
2018 01 29 02 50  50  6.4  7.8  2.52 10.81  8.29  12 1008.1  22.8  23.5 999.0 99.0 99.00
2018 01 29 03 50  76  5.0  6.0  2.64 10.00  8.23  89 1008.8  22.3  23.5 999.0 99.0 99.00
2018 01 29 04 50  66  5.5  6.8  2.30 10.00  7.67  93 1009.5  22.3  23.5 999.0 99.0 99.00
2018 01 29 05 50  71  6.4  7.6  2.40 10.81  8.00  10 1009.7  22.5  23.4 999.0 99.0 99.00
2018 01 29 06 50  65  6.0  7.3  2.33 10.00  7.55  89 1010.2  21.9  23.4 999.0 99.0 99.00
2018 01 29 07 50  79  8.0 10.4  2.34 10.00  7.44  67 1010.1  22.2  23.4 999.0 99.0 99.00
2018 01 29 08 50  50  6.4  7.9  2.59 10.00  7.86  69 1010.2  22.4  23.4 999.0 99.0 99.00
2018 01 29 09 50  45  7.4  9.0  2.39 10.00  7.23  94 1009.4  22.1  23.4 999.0 99.0 99.00
2018 01 29 10 50  59  7.4  8.7  2.47 10.00  6.93  90 1008.8  21.7  23.4 999.0 99.0 99.00
2018 01 29 11 50  36  5.1  6.5  2.46 10.00  7.13  93 1008.8  21.2  23.4 999.0 99.0 99.00
2018 01 29 12 50  43  6.5  7.6  2.29 10.00  7.01  68 1007.8  21.8  23.4 999.0 99.0 99.00
2018 01 29 13 50  60  3.5  4.4  2.39 10.00  7.30  95 1007.7  22.1  23.4 999.0 99.0 99.00
2018 01 29 14 50  50  3.5  4.5  2.42 10.00  7.60  26 1007.5  21.7  23.3 999.0 99.0 99.00
2018 01 29 15 50  84  8.9 10.5  2.55 10.00  7.90  90 1007.6  21.5  23.3 999.0 99.0 99.00
2018 01 29 16 50 124  6.3  8.4  2.48 10.00  7.29  51 1008.2  22.0  23.3 999.0 99.0 99.00
2018 01 29 17 50 111  8.7 11.5  2.46 10.00  7.18 100 1008.2  22.7  23.3 999.0 99.0 99.00
2018 01 29 18 50 119 10.1 11.8  2.45  9.09  6.73  77 1008.7  23.0  23.4 999.0 99.0 99.00
2018 01 29 19 50 129  9.5 11.7  2.66  9.09  6.81  94 1009.3  23.4  23.4 999.0 99.0 99.00
2018 01 29 20 50 122  9.9 11.8  2.65 10.00  6.69  22 1008.9  22.4  23.4 999.0 99.0 99.00
2018 01 29 21 50 125  9.2 10.7  2.76 10.00  7.04  87 1008.1  22.8  23.4 999.0 99.0 99.00
2018 01 29 22 50 136  8.0  9.9  2.81 10.00  7.33  94 1007.1  22.9  23.5 999.0 99.0 99.00
2018 01 29 23 50 120  7.7  9.6  2.73 10.00  7.21  53 1005.9  22.7  23.5 999.0 99.0 99.00
2018 01 30 00 50 106  6.3  7.9  3.07 14.81  8.22 334 1005.6  22.6  23.6 999.0 99.0 99.00
2018 01 30 01 50  99  6.5  7.5  3.59 14.81  8.99 327 1005.3  22.5  23.6 999.0 99.0 99.00
2018 01 30 02 50 107  6.0  7.4  2.80 14.81  7.95 338 1005.6  22.4  23.5 999.0 99.0 99.00
2018 01 30 03 50 100  5.2  6.4  2.93 14.81  8.45 330 1006.1  22.5  23.5 999.0 99.0 99.00
2018 01 30 04 50 117  3.2  4.4  3.04 13.79  8.59 329 1006.6  22.4  23.5 999.0 99.0 99.00
2018 01 30 05 50 176  3.2  4.7  2.90 13.79  8.42 355 1007.2  22.1  23.5 999.0 99.0 99.00
2018 01 30 06 50 164  2.4  3.6  3.07 13.79  8.61 342 1007.0  22.1  23.5 999.0 99.0 99.00
2018 01 30 07 50 209  3.6  4.9  3.17 13.79  8.79 342 1006.9  21.9  23.4 999.0 99.0 99.00
2018 01 30 08 50 215  3.2  4.4  3.50 10.00  8.79 116 1006.6  22.2  23.4 999.0 99.0 99.00
2018 01 30 09 50 194  1.0  2.6  3.29 10.81  8.60  52 1006.0  22.1  23.4 999.0 99.0 99.00
2018 01 30 10 50 185  3.1  5.1  3.70 10.00  8.76 103 1005.5  22.1  23.4 999.0 99.0 99.00
2018 01 30 11 50 227  3.3  4.6  3.49 10.00  8.72 105 1004.8  21.9  23.4 999.0 99.0 99.00
2018 01 30 12 50 288  3.2  5.5  3.12 10.00  8.59 121 1004.2  21.8  23.4 999.0 99.0 99.00
2018 01 30 13 50 293  5.0  7.9  3.03 10.00  8.54 122 1004.2  22.4  23.4 999.0 99.0 99.00
2018 01 30 14 50 264  5.8  7.7  3.09 10.81  8.41 124 1004.4  21.6  23.4 999.0 99.0 99.00
2018 01 30 15 50 271  7.4  9.6  2.88 10.00  7.69 114 1004.9  22.0  23.4 999.0 99.0 99.00
2018 01 30 16 50 263 10.0 13.6  3.31 10.00  7.81 110 1005.5  22.2  23.4 999.0 99.0 99.00
2018 01 30 17 50 260  9.7 12.3  3.03 10.81  7.29 112 1006.5  22.8  23.4 999.0 99.0 99.00
2018 01 30 18 50 251  9.1 11.3  3.32 10.81  7.57  80 1007.3  22.9  23.4 999.0 99.0 99.00
2018 01 30 19 50 242  8.5 10.5  2.86 10.81  7.01  97 1008.0  23.1  23.5 999.0 99.0 99.00
2018 01 30 20 50 237  8.7 10.6  3.07 10.00  7.65  86 1008.2  23.1  23.5 999.0 99.0 99.00
2018 01 30 21 50 229  8.7 10.5  3.17 10.81  7.68  96 1007.8  23.1  23.6 999.0 99.0 99.00
2018 01 30 22 50 231  9.1 11.1  3.14 10.00  7.70 102 1007.2  23.1  23.6 999.0 99.0 99.00
2018 01 30 23 50 235  9.0 10.8  2.83 10.81  7.13  82 1006.8  23.1  23.6 999.0 99.0 99.00
2018 01 31 00 50 240  8.6 11.4  3.02 10.00  7.20 112 1006.8  23.2  23.7 999.0 99.0 99.00
2018 01 31 01 50 226  8.0 10.0  2.71 13.79  7.34 340 1007.1  23.4  23.7 999.0 99.0 99.00
2018 01 31 02 50 231  8.7 10.4  2.92 10.81  7.27  99 1007.6  23.3  23.7 999.0 99.0 99.00
2018 01 31 03 50 235  8.6 10.5  2.85 12.12  7.41  15 1008.3  23.3  23.6 999.0 99.0 99.00
2018 01 31 04 50 230  8.1 10.4  2.77 10.00  7.42  96 1009.0  23.4  23.6 999.0 99.0 99.00
2018 01 31 05 50 221  7.5  9.3  2.57 12.90  7.22 355 1009.9  23.3  23.6 999.0 99.0 99.00
2018 01 31 06 50 218  7.3  8.7  2.29 10.81  6.64  90 1010.8  23.3  23.5 999.0 99.0 99.00
2018 01 31 07 50 208  6.7  7.9  2.54 10.81  7.16  81 1011.1  23.3  23.5 999.0 99.0 99.00
2018 01 31 08 50 209  6.8  8.2  2.47 10.81  7.30  85 1011.3  23.4  23.5 999.0 99.0 99.00
2018 01 31 09 50 197  7.1  8.3  2.41 10.00  7.25 106 1010.7  23.3  23.5 999.0 99.0 99.00
2018 01 31 10 50 181  8.1  9.3  2.40 12.12  7.12   2 1009.8  23.3  23.5 999.0 99.0 99.00
2018 01 31 11 50 179  9.0 11.4  2.63 10.81  7.31  93 1009.4  23.3  23.5 999.0 99.0 99.00
2018 01 31 12 50 186  8.1 10.1  2.25 10.81  6.87 100 1008.9  23.2  23.5 999.0 99.0 99.00
2018 01 31 13 50 189  8.0  9.6  2.48 10.00  6.92 121 1008.9  23.4  23.5 999.0 99.0 99.00
2018 01 31 14 50 192  7.5  9.4  2.44 10.00  6.90 111 1008.8  23.6  23.5 999.0 99.0 99.00
2018 01 31 15 50 179  7.5  9.0  2.43 10.81  6.82 136 1008.8  23.5  23.5 999.0 99.0 99.00
2018 01 31 16 50 179  8.5  9.9  2.31 10.00  6.75 107 1009.2  23.5  23.5 999.0 99.0 99.00
2018 01 31 17 50 173  7.7  9.6  2.58 10.00  7.06  97 1009.7  23.5  23.5 999.0 99.0 99.00
2018 01 31 18 50 179  6.9  8.4  2.54 10.81  6.80  94 1010.8  23.5  23.5 999.0 99.0 99.00
2018 01 31 19 50 205  4.4  5.6  2.53 10.00  6.76 114 1012.3  23.7  23.5 999.0 99.0 99.00
2018 01 31 20 50 224  4.0  5.1  2.48 10.00  6.83 107 1012.5  23.9  23.5 999.0 99.0 99.00
2018 01 31 21 50 232  4.7  5.7  2.64 10.00  7.08  98 1012.4  23.8  23.5 999.0 99.0 99.00
2018 01 31 22 50 198  4.8  5.8  2.49 10.00  7.05 106 1011.0  23.7  23.6 999.0 99.0 99.00
2018 01 31 23 50 192  5.2  6.3  2.61 10.81  6.91  87 1009.9  23.7  23.6 999.0 99.0 99.00
2018 02 01 00 50 186  5.9  7.2  2.68 10.00  6.99 107 1009.6  23.8  23.6 999.0 99.0 99.00
2018 02 01 01 50 153  5.1  6.4  2.52 10.00  7.10 107 1009.2  23.8  23.6 999.0 99.0 99.00
2018 02 01 02 50 177  5.7  7.1  2.61 10.00  7.39 106 1010.4  23.8  23.7 999.0 99.0 99.00
2018 02 01 03 50 197  4.5  5.8  2.71 10.00  7.32 113 1011.5  23.8  23.6 999.0 99.0 99.00
2018 02 01 04 50 201  4.4  5.3  2.59 10.81  7.58  96 1012.1  23.7  23.6 999.0 99.0 99.00
2018 02 01 06 50 179  3.5  4.6  2.52 12.90  7.56 352 1012.9  23.5  23.6 999.0 99.0 99.00
2018 02 01 07 50 157  2.6  4.0  2.39 10.00  7.48  89 1013.3  23.4  23.6 999.0 99.0 99.00
2018 02 01 08 50 146  4.3  5.4  2.38 10.00  7.46  97 1012.9  23.4  23.6 999.0 99.0 99.00
2018 02 01 09 50 145  4.8  6.1  2.28 10.81  7.74  74 1012.6  23.4  23.6 999.0 99.0 99.00
2018 02 01 10 50 148  7.0  8.3  2.35 10.81  7.49  84 1012.0  23.3  23.6 999.0 99.0 99.00
2018 02 01 11 50 152  7.4  9.3  2.24 10.81  7.26  96 1011.5  23.2  23.6 999.0 99.0 99.00
2018 02 01 12 50 156  7.1  8.6  2.14 12.12  7.00 356 1010.9  23.2  23.6 999.0 99.0 99.00
2018 02 01 13 50 153  7.0  9.0  2.21 10.00  7.21  92 1010.6  23.2  23.6 999.0 99.0 99.00
2018 02 01 14 50 158  7.4  9.2  2.35 10.00  7.35 110 1010.6  23.3  23.5 999.0 99.0 99.00
2018 02 01 15 50 159  6.8  8.3  2.12 10.00  6.83 108 1011.3  23.3  23.5 999.0 99.0 99.00
2018 02 01 16 50 150  6.8  8.3  2.08 10.00  7.10 113 1011.9  23.3  23.5 999.0 99.0 99.00
2018 02 01 17 50 154  7.0  8.6  2.07 10.00  6.79  96 1012.6  23.5  23.5 999.0 99.0 99.00
2018 02 01 18 50 142  6.9  8.3  1.95 10.00  6.54 127 1012.9  23.6  23.5 999.0 99.0 99.00
2018 02 01 19 50 142  7.0  8.5  2.09 12.90  6.89 346 1013.5  23.6  23.6 999.0 99.0 99.00
2018 02 01 20 50 143  7.9  9.3  2.07 10.00  6.76 103 1013.5  23.7  23.6 999.0 99.0 99.00
2018 02 01 21 50 150  8.1  9.7  2.17 12.12  6.55 329 1012.9  23.7  23.6 999.0 99.0 99.00
2018 02 01 22 50 146  7.8  9.4  2.17 12.12  6.55 308 1012.2  23.6  23.7 999.0 99.0 99.00
2018 02 02 00 50 157  7.9  9.6  2.19 12.12  6.64 311 1011.6  23.9  23.7 999.0 99.0 99.00
2018 02 02 01 50 160  7.5  9.7  2.59 10.00  7.28 117 1012.0  23.9  23.7 999.0 99.0 99.00
2018 02 02 02 50 156  7.7  9.3  2.53 12.12  7.15 291 1012.6  23.9  23.7 999.0 99.0 99.00
2018 02 02 03 50 157  7.5  9.7  2.64 12.90  7.57 311 1013.2  23.7  23.7 999.0 99.0 99.00
2018 02 02 04 50 154  7.3  8.7  2.44 10.81  7.28 289 1013.8  23.7  23.6 999.0 99.0 99.00
2018 02 02 05 50 149  7.4  9.0  2.81 12.90  7.93 288 1014.2  23.6  23.6 999.0 99.0 99.00
2018 02 02 06 50 150  8.2  9.6  2.34 12.12  7.02 304 1014.4  23.6  23.6 999.0 99.0 99.00
2018 02 02 07 50 150  8.2 10.3  2.51 12.90  7.45 283 1014.6  23.6  23.6 999.0 99.0 99.00
2018 02 02 08 50 152  8.4 10.2  2.66 14.81  7.62 291 1014.5  23.5  23.6 999.0 99.0 99.00
2018 02 02 09 50 161  8.2 10.2  2.80 12.90  7.82 298 1014.3  23.5  23.6 999.0 99.0 99.00
2018 02 02 10 50 162  8.6 10.2  2.72 12.90  7.99 292 1013.9  23.5  23.5 999.0 99.0 99.00
2018 02 02 11 50 160  8.6 10.0  2.64 12.12  7.66 297 1013.8  23.5  23.5 999.0 99.0 99.00
2018 02 02 12 50 158  7.7  9.8  2.84 13.79  7.80 295 1013.4  23.5  23.5 999.0 99.0 99.00
2018 02 02 13 50 155  9.1 10.9  2.93 12.90  8.27 302 1012.8  23.5  23.5 999.0 99.0 99.00
2018 02 02 14 50 160  7.6 10.5  2.98 13.79  7.98 296 1013.3  23.5  23.5 999.0 99.0 99.00
2018 02 02 15 50 158  8.8 10.4  2.94 12.90  8.05 299 1013.5  23.4  23.5 999.0 99.0 99.00
2018 02 02 16 50 163  7.3  9.4  2.84 13.79  7.91 293 1014.6  23.5  23.5 999.0 99.0 99.00
2018 02 02 17 50 157  6.7  8.4  2.64 12.90  7.76 292 1015.1  23.7  23.5 999.0 99.0 99.00
2018 02 02 18 50 156  7.1  8.7  2.53 12.90  7.46 301 1015.5  23.6  23.5 999.0 99.0 99.00
2018 02 02 19 50 158  7.2  8.5  2.41 12.90  7.18 284 1016.1  23.7  23.5 999.0 99.0 99.00
2018 02 02 20 50 150  6.7  8.4  2.63 12.12  7.38 298 1015.8  23.7  23.5 999.0 99.0 99.00
2018 02 02 21 50 136  7.0  8.3  2.45 12.90  7.46 285 1015.4  23.5  23.5 999.0 99.0 99.00
2018 02 02 22 50 138  6.9  8.4  2.49 11.43  7.46 292 1014.9  23.4  23.6 999.0 99.0 99.00
2018 02 02 23 50 135  7.7  9.4  2.37 12.90  7.47 295 1014.1  23.4  23.6 999.0 99.0 99.00
2018 02 03 00 50 140  7.0  8.8  2.57 12.90  7.55 291 1014.0  23.4  23.6 999.0 99.0 99.00
2018 02 03 01 50 131  6.7  8.5  2.43 12.90  7.22 287 1014.5  23.4  23.6 999.0 99.0 99.00
2018 02 03 02 50 136  7.0  8.3  2.31 12.90  7.23 294 1014.9  23.3  23.6 999.0 99.0 99.00
2018 02 03 03 50 137  6.8  8.0  2.45 11.43  7.57 275 1015.5  23.3  23.6 999.0 99.0 99.00
2018 02 03 04 50 130  6.6  7.7  2.33 13.79  7.29 272 1016.0  23.3  23.6 999.0 99.0 99.00
2018 02 03 05 50 112  7.0  8.5  2.47 12.90  7.57 271 1016.4  23.1  23.6 999.0 99.0 99.00
2018 02 03 06 50 111  6.7  8.6  2.49 12.12  7.28 282 1016.8  22.6  23.6 999.0 99.0 99.00
2018 02 03 07 50 119  8.1 10.0  2.37 12.12  7.21 280 1016.3  23.1  23.5 999.0 99.0 99.00
2018 02 03 08 50 119  8.5 10.6  2.36 12.90  6.85 285 1016.1  23.1  23.5 999.0 99.0 99.00
2018 02 03 09 50 129  8.4 10.4  2.33 12.90  6.56 284 1015.7  23.1  23.5 999.0 99.0 99.00
2018 02 03 10 50 130  8.0 10.0  2.62 10.00  7.32 261 1015.5  23.1  23.5 999.0 99.0 99.00
2018 02 03 11 50 131  7.9  9.8  2.47 12.90  7.17 284 1015.4  22.9  23.5 999.0 99.0 99.00
2018 02 03 12 50 133  7.6  9.4  2.94 11.43  7.81 280 1015.0  23.0  23.5 999.0 99.0 99.00
2018 02 03 13 50 130  7.4  9.1  3.03 16.00  8.11 289 1014.7  23.0  23.5 999.0 99.0 99.00
2018 02 03 14 50 141  7.9 10.3  3.42 16.00  8.74 285 1015.0  22.9  23.5 999.0 99.0 99.00
2018 02 03 15 50 140  7.6 10.2  3.91 16.00  9.55 299 1015.6  22.8  23.5 999.0 99.0 99.00
2018 02 03 16 50 138  7.8 10.7  4.13 14.81  9.77 291 1016.3  22.9  23.6 999.0 99.0 99.00
2018 02 03 17 50 140  7.5  9.7  4.32 16.00  9.88 296 1016.6  23.2  23.6 999.0 99.0 99.00
2018 02 03 18 50 134  7.5 10.0  4.08 14.81  9.69 295 1017.1  23.3  23.6 999.0 99.0 99.00
2018 02 03 19 50 137  7.7  9.9  3.80 14.81  9.53 289 1017.4  23.3  23.6 999.0 99.0 99.00
2018 02 03 20 50 130  7.8 10.7  4.11 14.81  9.96 298 1017.4  23.2  23.7 999.0 99.0 99.00
2018 02 03 21 50 130  7.1  9.3  3.72 14.81  9.03 293 1016.8  23.3  23.7 999.0 99.0 99.00
2018 02 03 22 50 125  6.8  9.1  3.51 16.00  9.09 288 1015.9  23.3  23.7 999.0 99.0 99.00
2018 02 03 23 50 129  8.1  9.8  3.83 14.81  9.60 289 1014.6  23.1  23.7 999.0 99.0 99.00
2018 02 04 00 50 132  7.6 10.0  3.74 16.00  9.66 275 1014.0  23.1  23.8 999.0 99.0 99.00
2018 02 04 01 50 132  7.7 10.1  3.51 16.00  9.30 288 1013.8  23.1  23.8 999.0 99.0 99.00
2018 02 04 02 50 136  7.6  9.6  3.53 16.00  9.26 278 1014.1  23.1  23.8 999.0 99.0 99.00
2018 02 04 03 50 141  7.4  9.2  3.56 16.00  9.59 290 1014.6  23.0  23.8 999.0 99.0 99.00
2018 02 04 04 50 144  7.0  9.2  3.65 16.00  9.68 289 1015.1  23.0  23.8 999.0 99.0 99.00
2018 02 04 06 50 131  5.7  7.7  3.71 17.39 10.08 297 1016.2  23.1  23.8 999.0 99.0 99.00
2018 02 04 07 50 126  7.2  9.3  3.37 16.00  9.29 287 1015.7  23.1  23.8 999.0 99.0 99.00
2018 02 04 08 50 119  7.4  9.7  3.30 16.00  9.51 286 1015.4  23.1  23.8 999.0 99.0 99.00
2018 02 04 09 50 118  9.1 11.7  3.21 16.00  8.89 282 1014.4  22.9  23.8 999.0 99.0 99.00
2018 02 04 10 50 132  7.7  9.8  3.28 16.00  8.97 283 1015.0  22.9  23.8 999.0 99.0 99.00
2018 02 04 11 50 126  7.5  9.8  3.34 14.81  9.24 280 1014.6  22.8  23.8 999.0 99.0 99.00
2018 02 04 12 50 126  8.0 10.4  3.17 16.00  8.75 285 1013.6  22.8  23.8 999.0 99.0 99.00
2018 02 04 13 50 141  8.0  9.8  3.14 16.00  8.66 273 1014.0  22.9  23.8 999.0 99.0 99.00
2018 02 04 14 50 147  7.1  9.2  3.30 13.79  8.87 289 1014.2  22.9  23.8 999.0 99.0 99.00
2018 02 04 15 50 140  8.2 10.0  3.50 14.81  9.28 280 1014.0  22.9  23.8 999.0 99.0 99.00
2018 02 04 16 50 138  8.5 10.9  3.38 14.81  8.85 295 1014.6  22.7  23.8 999.0 99.0 99.00
2018 02 04 17 50 138  8.4 10.3  3.03 14.81  8.61 281 1014.1  23.0  23.8 999.0 99.0 99.00
2018 02 04 18 50 143  8.1 10.0  3.03 14.81  8.31 283 1015.1  23.0  23.8 999.0 99.0 99.00
2018 02 04 19 50 139  8.8 11.3  3.07 14.81  8.24 278 1015.0  23.0  23.8 999.0 99.0 99.00
2018 02 04 20 50 148  8.0  9.5  2.96 13.79  8.13 289 1015.2  23.1  23.8 999.0 99.0 99.00
2018 02 04 21 50 146  8.2  9.9  2.65 13.79  7.38 294 1013.9  23.1  23.9 999.0 99.0 99.00
2018 02 04 22 50 147  7.7  9.7  2.84 13.79  7.96 301 1013.2  23.0  23.9 999.0 99.0 99.00
2018 02 04 23 50 150  8.1  9.7  2.82 13.79  7.84 290 1012.6  23.0  23.9 999.0 99.0 99.00
2018 02 05 00 50 158  7.1  8.7  2.61 13.79  7.63 285 1012.8  23.1  23.9 999.0 99.0 99.00
2018 02 05 01 50 151  7.7  9.2  2.66 13.79  8.04 285 1012.3  23.1  23.9 999.0 99.0 99.00
2018 02 05 02 50 146  7.7  9.5  2.43 12.90  7.45 291 1012.5  23.1  23.9 999.0 99.0 99.00
2018 02 05 03 50 146  7.8  9.3  2.47 14.81  7.59 271 1012.7  23.0  23.9 999.0 99.0 99.00
2018 02 05 04 50 151  7.0  9.3  2.60 13.79  7.67 287 1013.6  23.1  23.9 999.0 99.0 99.00
2018 02 05 05 50 157  6.1  8.8  2.72 13.79  8.09 288 1014.6  23.1  23.9 999.0 99.0 99.00
2018 02 05 06 50 144  6.2  7.6  2.47 13.79  7.82 289 1014.7  23.1  23.9 999.0 99.0 99.00
2018 02 05 07 50 141  6.2  7.7  2.39 12.12  7.55 291 1014.8  23.1  23.9 999.0 99.0 99.00
2018 02 05 08 50 131  6.0  7.6  2.35 13.79  7.82 294 1014.7  23.0  23.9 999.0 99.0 99.00
2018 02 05 09 50 125  6.2  8.0  2.36 13.79  7.93 280 1014.5  23.0  23.9 999.0 99.0 99.00
2018 02 05 10 50 131  6.5  7.8  2.40 12.90  7.87 279 1013.8  22.7  23.9 999.0 99.0 99.00
2018 02 05 11 50 139  5.7  7.0  1.96 12.12  6.96 285 1013.1  22.5  23.9 999.0 99.0 99.00
2018 02 05 12 50 135  6.2  7.1  2.10 14.81  7.52 280 1012.5  22.3  23.8 999.0 99.0 99.00
2018 02 05 13 50 128  6.2  7.6  2.13 13.79  7.63 285 1012.3  21.9  23.8 999.0 99.0 99.00
2018 02 05 14 50 134  5.6  6.7  1.94 13.79  7.55 287 1012.5  22.3  23.8 999.0 99.0 99.00
2018 02 05 15 50 138  6.8  8.3  1.88 14.81  7.24 291 1012.5  22.5  23.8 999.0 99.0 99.00
2018 02 05 16 50 132  8.4 10.6  2.29 14.81  7.83 290 1012.5  22.5  23.8 999.0 99.0 99.00
2018 02 05 17 50 131  9.4 11.4  1.96 13.79  6.44 292 1012.8  22.4  23.8 999.0 99.0 99.00
2018 02 05 18 50 116  7.7 10.0  2.21 13.79  6.82 287 1012.8  22.3  23.8 999.0 99.0 99.00
2018 02 05 19 50 131  8.8 11.3  2.14 13.79  6.82 289 1012.9  22.5  23.8 999.0 99.0 99.00
2018 02 05 20 50 148  8.6 10.3  2.29 13.79  7.13 281 1012.8  22.8  23.8 999.0 99.0 99.00
2018 02 05 21 50 153  8.5 10.7  1.96 12.90  6.31 291 1012.0  22.8  23.8 999.0 99.0 99.00
2018 02 05 22 50 148  8.0 10.1  2.08 12.90  6.59 290 1010.7  22.9  23.9 999.0 99.0 99.00
2018 02 05 23 50 158  8.2 10.0  2.05 12.90  6.53 301 1010.1  23.1  23.9 999.0 99.0 99.00
2018 02 06 00 50 167  7.4  8.6  2.03 12.90  6.59 313 1009.8  23.2  23.9 999.0 99.0 99.00
2018 02 06 01 50 168  6.6  8.3  2.13 13.79  7.03 291 1009.3  23.2  23.9 999.0 99.0 99.00
2018 02 06 02 50 176  6.0  7.2  2.24 12.90  7.31 299 1009.5  23.1  23.9 999.0 99.0 99.00
2018 02 06 03 50 166  5.7  6.8  2.07 12.12  7.17 298 1010.0  23.2  23.9 999.0 99.0 99.00
2018 02 06 04 50 135  7.2  9.2  1.95 12.12  6.86 300 1009.7  23.2  23.9 999.0 99.0 99.00
2018 02 06 05 50 128  6.7  8.3  2.07 12.12  7.15 280 1010.6  23.0  23.9 999.0 99.0 99.00
2018 02 06 06 50 147  7.3  8.8  1.96 12.90  7.22 285 1011.2  22.9  23.9 999.0 99.0 99.00
2018 02 06 07 50 122  7.9  9.8  2.08 12.12  7.25 292 1010.8  22.0  23.8 999.0 99.0 99.00
2018 02 06 08 50  92  4.7  7.2  2.11 11.43  7.44 285 1010.9  21.3  23.8 999.0 99.0 99.00
2018 02 06 09 50 133  6.9  8.7  2.21 12.12  6.75 283 1009.9  21.6  23.7 999.0 99.0 99.00
2018 02 06 10 50 135  4.5  6.2  1.98 10.81  6.35 289 1010.0  21.0  23.7 999.0 99.0 99.00
2018 02 06 11 50 128  2.6  4.4  2.14 11.43  6.90 288 1009.7  21.5  23.7 999.0 99.0 99.00
2018 02 06 12 50 160  4.6  5.6  2.15 11.43  6.76 276 1008.3  22.4  23.6 999.0 99.0 99.00
2018 02 06 13 50 294  4.7  7.9  1.92 12.12  6.46 283 1008.2  20.3  23.7 999.0 99.0 99.00
2018 02 06 14 50 259  3.1  4.7  2.06 12.12  6.50 293 1008.0  20.4  23.6 999.0 99.0 99.00
