#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2018 11 23 20 50 120  7.9  9.6  2.23  8.33  6.36 109 1020.9  24.9  24.9 999.0 99.0 99.00
2018 11 23 21 50 116  7.8  9.3  2.31  8.33  6.49 111 1020.4  24.8  24.9 999.0 99.0 99.00
2018 11 23 22 50 123  7.8  9.2  2.10  8.33  6.22 101 1019.7  24.9  24.9 999.0 99.0 99.00
2018 11 23 23 50 122  6.7  8.7  2.06  8.33  6.05 104 1019.4  25.0  24.9 999.0 99.0 99.00
2018 11 24 00 50 113  6.5  8.0  2.17  8.33  6.24 116 1019.1  24.9  24.9 999.0 99.0 99.00
2018 11 24 01 50 103  5.8  6.8  2.10  7.69  6.18 113 1019.5  24.7  24.9 999.0 99.0 99.00
2018 11 24 02 50  96  5.3  6.8  1.96  8.33  6.38 114 1019.8  24.7  24.9 999.0 99.0 99.00
2018 11 24 03 50  99  5.3  6.4  1.98  8.33  6.36 119 1020.3  24.6  24.9 999.0 99.0 99.00
2018 11 24 04 50  98  5.4  6.5  1.85  8.33  6.09 100 1021.0  24.6  24.8 999.0 99.0 99.00
2018 11 24 05 50 101  5.0  6.4  1.85  9.09  6.18 115 1021.4  24.6  24.8 999.0 99.0 99.00
2018 11 24 06 50 109  6.3  7.4  1.79  9.09  6.24 114 1021.1  24.5  24.8 999.0 99.0 99.00
2018 11 24 07 50 108  5.9  7.2  1.94  8.33  6.37 113 1021.1  24.5  24.8 999.0 99.0 99.00
2018 11 24 08 50 109  6.0  7.1  1.81  9.09  6.42 121 1021.0  24.5  24.8 999.0 99.0 99.00
2018 11 24 09 50 114  6.4  7.7  1.73  9.09  6.15 137 1020.5  24.5  24.9 999.0 99.0 99.00
2018 11 24 10 50 116  4.3  5.4  1.87  9.09  6.47 124 1020.6  24.5  24.8 999.0 99.0 99.00
2018 11 24 11 50  97  4.5  5.8  1.78  8.33  6.48 121 1020.5  24.4  24.8 999.0 99.0 99.00
2018 11 24 12 50  97  4.8  6.0  1.72  8.33  6.38 117 1020.0  24.2  24.8 999.0 99.0 99.00
2018 11 24 13 50 105  5.1  6.3  1.77  8.33  6.46 124 1019.8  24.2  24.8 999.0 99.0 99.00
2018 11 24 14 50 115  5.6  7.3  1.69  9.09  6.59 131 1019.7  24.3  24.8 999.0 99.0 99.00
2018 11 24 15 50 122  6.4  7.7  1.87  8.33  6.77 121 1019.4  24.2  24.8 999.0 99.0 99.00
2018 11 24 16 50 124  5.1  6.3  1.75  9.09  6.50 120 1020.2  24.3  24.8 999.0 99.0 99.00
2018 11 24 17 50 117  5.6  6.9  1.89  9.09  6.65 115 1020.6  24.7  24.9 999.0 99.0 99.00
2018 11 24 18 50 122  5.8  7.3  1.90  9.09  6.64 127 1020.6  24.6  24.9 999.0 99.0 99.00
2018 11 24 19 50  97  6.4  8.0  1.95  9.09  6.70 119 1020.7  24.6  24.9 999.0 99.0 99.00
2018 11 24 20 50  97  5.8  7.1  1.78  9.09  6.40 122 1020.8  24.4  24.9 999.0 99.0 99.00
2018 11 24 21 50 119  4.4  5.6  1.85  9.09  6.46 120 1020.1  24.4  24.9 999.0 99.0 99.00
2018 11 24 22 50 127  4.7  5.8  1.70  9.09  6.51 113 1018.8  24.7  24.9 999.0 99.0 99.00
2018 11 24 23 50 120  3.9  5.3  1.71  8.33  6.33 116 1018.4  24.7  25.0 999.0 99.0 99.00
2018 11 25 00 50 108  3.2  4.2  1.75  8.33  6.52 115 1018.3  24.7  25.0 999.0 99.0 99.00
2018 11 25 01 50 106  3.2  5.3  1.65  9.09  6.71 110 1018.2  24.8  25.0 999.0 99.0 99.00
2018 11 25 02 50 122  3.0  4.1  1.60  8.33  6.51 110 1018.6  24.7  25.0 999.0 99.0 99.00
2018 11 25 03 50 122  4.0  5.8  1.67  9.09  6.76 118 1018.7  24.6  24.9 999.0 99.0 99.00
2018 11 25 04 50 120  3.4  4.6  1.71  8.33  6.83 120 1019.3  24.5  24.9 999.0 99.0 99.00
2018 11 25 05 50 107  3.3  4.7  1.84  9.09  7.04 121 1020.0  24.5  24.9 999.0 99.0 99.00
2018 11 25 06 50 106  4.3  5.4  1.83  9.09  7.01 113 1019.9  24.5  24.9 999.0 99.0 99.00
2018 11 25 07 50 113  3.7  5.2  1.82  9.09  7.14 107 1019.6  24.5  24.8 999.0 99.0 99.00
2018 11 25 08 50 119  3.6  5.2  1.81  9.09  7.31 109 1019.2  24.3  24.8 999.0 99.0 99.00
2018 11 25 09 50 120  4.2  5.6  1.94 14.81  7.45 308 1018.7  24.3  24.8 999.0 99.0 99.00
2018 11 25 10 50 138  2.6  3.3  2.00 14.81  8.02 312 1018.4  24.3  24.8 999.0 99.0 99.00
2018 11 25 11 50 219  0.5  1.2  2.13 14.81  8.53 312 1018.6  24.0  24.8 999.0 99.0 99.00
2018 11 25 12 50 209  1.6  2.3  2.07 13.79  8.27 311 1018.2  23.6  24.8 999.0 99.0 99.00
2018 11 25 13 50 343  1.3  2.4  2.24 14.81  8.74 317 1017.8  23.5  24.8 999.0 99.0 99.00
2018 11 25 14 50  38  0.4  1.1  2.44 13.79  9.06 305 1017.7  23.5  24.9 999.0 99.0 99.00
2018 11 25 15 50  94  2.0  4.2  2.16 14.81  8.93 297 1017.7  23.6  24.9 999.0 99.0 99.00
2018 11 25 16 50 113  4.2  5.5  2.24 13.79  8.70 284 1018.0  24.1  25.0 999.0 99.0 99.00
2018 11 25 17 50 116  5.4  6.7  2.23 13.79  8.76 300 1018.2  24.3  25.0 999.0 99.0 99.00
2018 11 25 18 50 129  5.5  7.0  2.48 13.79  8.95 308 1018.4  23.8  25.0 999.0 99.0 99.00
2018 11 25 19 50 127  4.7  6.2  2.57 14.81  9.12 298 1018.5  24.1  25.0 999.0 99.0 99.00
2018 11 25 20 50 152  5.8  8.3  2.78 14.81  9.59 303 1018.1  24.7  25.0 999.0 99.0 99.00
2018 11 25 21 50 155  5.5  7.1  2.88 13.79  9.13 301 1017.2  24.8  25.0 999.0 99.0 99.00
2018 11 25 22 50 159  5.6  7.8  2.95 13.79  9.00 310 1016.3  24.7  25.0 999.0 99.0 99.00
2018 11 25 23 50 162  4.6  5.9  2.85 17.39  9.50 320 1015.9  24.8  25.0 999.0 99.0 99.00
2018 11 26 00 50 157  4.2  5.7  2.67 14.81  9.19 313 1015.9  24.9  25.0 999.0 99.0 99.00
2018 11 26 01 50 160  4.0  5.4  2.82 16.00  9.86 305 1016.1  25.0  25.1 999.0 99.0 99.00
2018 11 26 02 50 170  2.6  3.5  3.39 17.39 10.84 309 1016.8  24.9  25.1 999.0 99.0 99.00
2018 11 26 03 50 157  2.3  3.6  3.19 17.39 10.81 314 1017.2  24.6  25.1 999.0 99.0 99.00
2018 11 26 04 50 154  1.8  3.0  2.96 17.39 10.47 316 1018.0  24.6  25.1 999.0 99.0 99.00
2018 11 26 05 50 156  0.6  1.5  3.11 16.00 10.76 317 1018.4  24.5  25.0 999.0 99.0 99.00
2018 11 26 06 50 140  0.8  1.9  3.48 16.00 11.29 316 1018.8  24.4  25.1 999.0 99.0 99.00
2018 11 26 07 50 118  0.7  1.7  3.35 16.00 10.87 314 1019.0  24.3  25.1 999.0 99.0 99.00
2018 11 26 08 50 108  0.9  2.4  3.62 16.00 11.21 304 1018.8  24.3  25.1 999.0 99.0 99.00
2018 11 26 09 50  43  0.8  1.5  3.81 16.00 11.47 310 1018.5  24.2  25.0 999.0 99.0 99.00
2018 11 26 10 50  33  1.5  2.8  3.77 16.00 11.56 297 1018.2  24.0  24.9 999.0 99.0 99.00
2018 11 26 11 50  56  2.0  2.7  3.43 14.81 10.88 290 1017.9  23.9  24.9 999.0 99.0 99.00
2018 11 26 12 50  48  1.7  2.7  3.28 14.81 10.95 294 1017.8  23.8  24.9 999.0 99.0 99.00
2018 11 26 13 50  43  1.5  2.4  3.76 14.81 11.55 294 1017.9  23.8  24.8 999.0 99.0 99.00
2018 11 26 14 50  71  1.7  3.4  3.64 16.00 11.56 295 1018.0  23.9  24.8 999.0 99.0 99.00
2018 11 26 15 50  96  2.3  4.2  4.13 16.00 12.21 305 1018.6  23.9  24.8 999.0 99.0 99.00
2018 11 26 16 50  99  1.9  3.8  4.25 16.00 12.24 308 1019.1  24.1  24.8 999.0 99.0 99.00
2018 11 26 17 50  65  1.6  2.7  4.67 17.39 13.24 293 1019.8  24.4  24.8 999.0 99.0 99.00
2018 11 26 18 50  99  2.1  4.8  5.09 19.05 13.54 286 1020.6  24.6  24.8 999.0 99.0 99.00
2018 11 26 19 50 136  2.4  5.5  5.47 16.00 13.43 314 1020.8  24.0  25.0 999.0 99.0 99.00
2018 11 26 20 50  25  2.4  3.7  6.70 19.05 14.89 297 1020.3  24.0  25.2 999.0 99.0 99.00
2018 11 26 21 50 113  1.6  3.5  5.22 19.05 13.00 297 1019.5  24.2  25.3 999.0 99.0 99.00
2018 11 26 22 50 168  1.1  3.0  5.17 17.39 13.28 322 1019.0  24.0  25.4 999.0 99.0 99.00
2018 11 26 23 50  18  1.4  3.1  6.08 17.39 13.46 297 1018.6  24.2  25.7 999.0 99.0 99.00
2018 11 27 00 50  27  2.2  3.4  5.52 16.00 13.16 304 1018.5  24.3  25.8 999.0 99.0 99.00
2018 11 27 01 50  24  2.6  4.2  5.38 16.00 12.75 286 1018.6  24.5  25.8 999.0 99.0 99.00
2018 11 27 02 50  33  2.7  4.2  4.84 17.39 12.27 276 1019.1  24.4  25.8 999.0 99.0 99.00
2018 11 27 03 50  59  2.7  4.3  4.94 19.05 12.58 271 1019.5  24.1  25.6 999.0 99.0 99.00
2018 11 27 04 50  51  3.7  5.1  5.03 17.39 12.60 276 1020.0  24.2  25.5 999.0 99.0 99.00
2018 11 27 05 50  69  4.2  6.5  4.39 17.39 11.96 285 1020.4  23.9  25.5 999.0 99.0 99.00
2018 11 27 06 50  56  3.9  5.7  4.83 17.39 12.32 278 1020.8  23.9  25.4 999.0 99.0 99.00
2018 11 27 07 50  61  3.7  4.8  4.69 17.39 12.03 280 1021.0  24.1  25.3 999.0 99.0 99.00
2018 11 27 08 50  54  4.3  5.6  4.55 14.81 11.69 287 1021.1  24.2  25.3 999.0 99.0 99.00
2018 11 27 09 50  90  4.5  6.8  4.99 17.39 12.48 283 1021.0  24.2  25.3 999.0 99.0 99.00
2018 11 27 10 50 101  5.3  7.8  4.57 17.39 11.91 293 1021.0  23.6  25.3 999.0 99.0 99.00
2018 11 27 11 50 105  2.4  4.0  4.61 14.81 11.72 298 1021.1  23.8  25.3 999.0 99.0 99.00
2018 11 27 12 50  94  1.9  3.7  4.18 17.39 11.55 289 1020.9  23.8  25.3 999.0 99.0 99.00
2018 11 27 13 50 114  3.7  6.0  4.19 17.39 11.28 299 1020.7  24.0  25.3 999.0 99.0 99.00
2018 11 27 14 50  21  6.1  7.4  4.09 16.00 11.09 283 1020.5  22.4  25.3 999.0 99.0 99.00
2018 11 27 15 50 353  3.0  4.9  4.24 17.39 11.69 284 1020.9  23.4  25.3 999.0 99.0 99.00
2018 11 27 16 50 128  3.8  6.2  4.15 14.81 11.61 305 1020.7  22.9  25.2 999.0 99.0 99.00
2018 11 27 17 50  88  3.1  4.8  4.38 16.00 11.99 295 1021.0  23.4  25.2 999.0 99.0 99.00
2018 11 27 18 50  99  5.4  7.4  4.84 16.00 12.27 305 1021.3  24.3  25.2 999.0 99.0 99.00
2018 11 27 19 50 110  5.6  7.6  4.38 16.00 11.42 300 1021.2  24.2  25.2 999.0 99.0 99.00
2018 11 27 20 50 106  4.4  6.4  4.50 16.00 11.60 310 1021.5  24.4  25.3 999.0 99.0 99.00
2018 11 27 21 50  69  2.6  4.7  4.30 16.00 11.32 298 1021.0  24.2  25.3 999.0 99.0 99.00
2018 11 27 22 50  64  3.6  4.8  3.67 16.00 10.36 295 1020.1  24.5  25.4 999.0 99.0 99.00
2018 11 27 23 50  85  6.5  8.8  3.99 16.00 10.86 304 1019.4  23.8  25.5 999.0 99.0 99.00
2018 11 28 00 50  72  4.8  6.0  3.78 16.00 10.82 302 1019.2  24.5  25.5 999.0 99.0 99.00
2018 11 28 01 50  58  6.2  8.4  3.83 16.00 10.50 302 1019.6  24.6  25.4 999.0 99.0 99.00
2018 11 28 02 50  74  7.1  8.5  3.98 14.81 10.45 310 1019.4  24.2  25.4 999.0 99.0 99.00
2018 11 28 03 50  64  6.7  8.3  3.41 14.81  9.76 306 1020.0  24.3  25.3 999.0 99.0 99.00
2018 11 28 04 50  65  6.7  8.4  4.07 13.79 10.35 305 1021.0  24.3  25.3 999.0 99.0 99.00
2018 11 28 05 50  54  7.8  9.2  3.73 14.81  9.75 296 1021.2  24.4  25.3 999.0 99.0 99.00
2018 11 28 06 50  63  7.1  8.7  3.26 13.79  8.96 297 1021.6  24.5  25.3 999.0 99.0 99.00
2018 11 28 07 50  71  6.6  8.9  3.53 13.79  9.72 296 1021.8  24.4  25.3 999.0 99.0 99.00
2018 11 28 08 50  73  6.3  7.6  3.14 13.79  9.02 312 1021.5  24.4  25.3 999.0 99.0 99.00
2018 11 28 09 50  71  6.8  9.2  3.46 13.79  9.62 294 1021.2  24.4  25.3 999.0 99.0 99.00
2018 11 28 10 50  72  8.0 10.1  3.42 13.79  9.11 307 1020.7  24.4  25.2 999.0 99.0 99.00
2018 11 28 11 50  76  7.7 10.0  3.09 13.79  8.75 305 1020.2  24.4  25.2 999.0 99.0 99.00
2018 11 28 12 50  74  7.6  9.1  3.00 14.81  8.48 296 1019.8  23.9  25.2 999.0 99.0 99.00
2018 11 28 13 50  76  8.1  9.8  3.27 13.79  8.58 311 1019.1  24.1  25.2 999.0 99.0 99.00
2018 11 28 14 50  92  7.5  9.5  3.10 14.81  8.16 294 1018.9  23.4  25.2 999.0 99.0 99.00
2018 11 28 15 50  81  8.0 10.2  2.93 13.79  7.88 308 1018.8  23.6  25.1 999.0 99.0 99.00
2018 11 28 16 50  73  7.5 10.2  3.38 13.79  8.69 298 1019.4  23.9  25.1 999.0 99.0 99.00
2018 11 28 17 50  70  6.4  8.5  3.03 13.79  8.28 305 1020.0  23.8  25.1 999.0 99.0 99.00
2018 11 28 18 50  90  7.9 10.1  3.20 12.90  8.19 291 1020.2  24.6  25.2 999.0 99.0 99.00
2018 11 28 19 50 105  8.6 10.4  3.03 13.79  7.89 296 1020.1  24.6  25.2 999.0 99.0 99.00
2018 11 28 20 50 106  8.0  9.9  3.12 13.79  8.02 283 1019.9  24.6  25.2 999.0 99.0 99.00
2018 11 28 21 50  90  7.6  9.2  3.23 13.79  8.42 297 1019.4  24.7  25.2 999.0 99.0 99.00
2018 11 28 22 50  92  8.2 10.6  3.21 14.81  7.95 300 1017.9  24.6  25.2 999.0 99.0 99.00
2018 11 28 23 50  98  8.4 10.1  3.12 13.79  7.62 293 1017.0  24.7  25.2 999.0 99.0 99.00
2018 11 29 00 50  95  8.7 11.2  3.37 14.81  7.76 287 1016.6  24.6  25.2 999.0 99.0 99.00
2018 11 29 01 50 103  8.6 10.4  3.23 13.79  7.81 298 1016.7  24.6  25.2 999.0 99.0 99.00
2018 11 29 02 50  92  7.9  9.9  3.13 13.79  7.58 292 1017.0  24.6  25.3 999.0 99.0 99.00
2018 11 29 03 50 100  8.5 10.8  3.06 14.81  7.22 276 1017.2  24.6  25.3 999.0 99.0 99.00
2018 11 29 04 50 106  8.4 11.4  2.74 13.79  7.14 281 1017.7  24.6  25.2 999.0 99.0 99.00
2018 11 29 05 50 100  8.9 10.8  3.00 13.79  7.29 276 1017.9  24.5  25.2 999.0 99.0 99.00
2018 11 29 06 50 107  9.3 11.3  2.98 12.90  6.97 293 1018.1  24.6  25.2 999.0 99.0 99.00
2018 11 29 07 50 116  9.3 11.4  2.95 13.79  7.02 286 1018.0  24.6  25.2 999.0 99.0 99.00
2018 11 29 08 50 122  9.6 12.1  2.87  6.67  6.65 103 1017.7  24.6  25.3 999.0 99.0 99.00
2018 11 29 09 50 118 10.1 12.3  3.03  9.09  7.00 138 1017.3  24.7  25.3 999.0 99.0 99.00
2018 11 29 10 50 125  9.0 11.0  2.78 12.90  6.66 291 1017.0  24.7  25.3 999.0 99.0 99.00
2018 11 29 11 50 127  8.7 10.8  2.73  8.33  6.76 130 1016.4  24.6  25.3 999.0 99.0 99.00
2018 11 29 12 50 120  8.0  9.7  2.80  7.69  6.85 112 1015.7  24.4  25.3 999.0 99.0 99.00
2018 11 29 13 50 112  8.3 10.3  2.64  9.09  6.91 121 1015.2  24.4  25.3 999.0 99.0 99.00
2018 11 29 14 50 117  9.0 11.3  2.60  8.33  6.94 122 1014.9  24.2  25.3 999.0 99.0 99.00
2018 11 29 15 50 127  9.1 11.2  2.63  7.69  6.54 120 1015.1  24.6  25.3 999.0 99.0 99.00
2018 11 29 16 50 114  7.5  9.6  2.48  7.69  6.41 100 1015.5  23.7  25.3 999.0 99.0 99.00
2018 11 29 17 50 126  9.5 11.3  2.42  7.69  6.37 100 1015.6  24.6  25.3 999.0 99.0 99.00
2018 11 29 18 50 136  9.0 10.7  2.38  7.14  6.34  88 1015.9  24.9  25.3 999.0 99.0 99.00
2018 11 29 19 50 135  8.6 10.3  2.29  7.69  6.27 109 1016.1  24.9  25.3 999.0 99.0 99.00
2018 11 29 20 50 134  7.7  9.5  2.48  7.14  6.21 112 1015.9  24.3  25.4 999.0 99.0 99.00
2018 11 29 21 50 141  9.2 10.9  2.31  7.14  6.29 103 1015.0  25.1  25.4 999.0 99.0 99.00
2018 11 29 22 50 159  8.4 10.1  2.56  7.69  6.31 121 1014.3  24.7  25.4 999.0 99.0 99.00
2018 11 29 23 50 161  8.1 10.2  2.34  8.33  6.30 127 1013.8  24.8  25.4 999.0 99.0 99.00
2018 11 30 00 50 144  7.7  9.2  2.34  7.14  6.34 125 1013.7  24.5  25.4 999.0 99.0 99.00
2018 11 30 01 50 153  8.5 10.0  2.27  8.33  6.31 141 1013.8  25.3  25.4 999.0 99.0 99.00
2018 11 30 02 50 152  8.6 10.6  2.14  7.69  6.15 126 1014.3  25.2  25.4 999.0 99.0 99.00
2018 11 30 03 50 153  8.3  9.7  2.30  8.33  6.30 129 1014.8  25.2  25.4 999.0 99.0 99.00
2018 11 30 04 50 157  7.7  9.5  2.00  7.14  5.95 113 1015.3  25.2  25.4 999.0 99.0 99.00
2018 11 30 05 50 148  7.6  8.9  2.04  7.14  6.12 115 1015.5  25.1  25.4 999.0 99.0 99.00
2018 11 30 06 50 150  8.0  9.9  1.93  7.14  6.10 129 1015.7  25.1  25.4 999.0 99.0 99.00
2018 11 30 07 50 144  8.4 10.3  2.07  7.14  6.03 130 1015.5  24.4  25.4 999.0 99.0 99.00
2018 11 30 08 50 156  7.9  9.6  2.16  7.69  6.18 125 1015.3  24.5  25.4 999.0 99.0 99.00
2018 11 30 09 50 154  9.4 11.2  1.94  8.33  5.96 135 1015.0  23.4  25.4 999.0 99.0 99.00
2018 11 30 10 50 161  6.7  7.8  2.10  7.69  6.12 136 1014.6  24.4  25.4 999.0 99.0 99.00
2018 11 30 11 50 145  7.2  8.5  1.96  7.69  6.26 117 1014.1  24.3  25.4 999.0 99.0 99.00
2018 11 30 12 50 160  6.9  8.0  1.94  8.33  6.20 135 1013.6  24.2  25.4 999.0 99.0 99.00
2018 11 30 13 50 148  7.9 10.2  1.98  7.69  6.30 102 1013.1  24.6  25.4 999.0 99.0 99.00
2018 11 30 14 50 161  9.3 11.0  1.90  9.09  5.95 140 1013.0  24.8  25.3 999.0 99.0 99.00
2018 11 30 15 50 165  8.4  9.7  2.01  8.33  5.92 118 1013.5  24.8  25.3 999.0 99.0 99.00
2018 11 30 16 50 159  8.7 10.4  1.95  8.33  5.79 131 1013.8  24.8  25.3 999.0 99.0 99.00
2018 11 30 17 50 152  8.8 10.3  2.04  9.09  5.86 143 1014.2  25.1  25.3 999.0 99.0 99.00
2018 11 30 18 50 154  9.8 11.4  1.88  9.09  5.73 146 1014.2  25.1  25.3 999.0 99.0 99.00
2018 11 30 19 50 154 10.1 11.9  2.01  7.69  5.73 118 1014.1  25.2  25.3 999.0 99.0 99.00
2018 11 30 20 50 164  9.8 11.6  2.15  8.33  5.79 139 1014.1  25.3  25.3 999.0 99.0 99.00
2018 11 30 21 50 163 10.1 12.1  2.11  8.33  5.65 143 1013.2  25.2  25.3 999.0 99.0 99.00
2018 11 30 22 50 161 10.3 12.1  2.11  8.33  5.69 141 1012.0  25.3  25.3 999.0 99.0 99.00
2018 11 30 23 50 165  9.9 12.0  2.08  9.09  5.86 144 1011.5  25.3  25.4 999.0 99.0 99.00
2018 12 01 00 50 174  8.7 10.5  2.32  9.09  5.81 144 1011.6  24.3  25.4 999.0 99.0 99.00
2018 12 01 01 50 188  9.0 11.0  2.20  8.33  5.85 146 1011.6  25.1  25.4 999.0 99.0 99.00
2018 12 01 02 50 188  8.7 10.1  2.23  9.09  5.90 144 1012.1  24.7  25.4 999.0 99.0 99.00
2018 12 01 03 50 184  8.4 10.0  2.35  8.33  6.23 142 1012.5  24.6  25.3 999.0 99.0 99.00
2018 12 01 04 50 182  8.3  9.8  2.10  9.09  5.90 141 1012.9  24.4  25.3 999.0 99.0 99.00
2018 12 01 05 50 186  9.2 11.1  2.07  8.33  5.83 135 1013.3  24.1  25.4 999.0 99.0 99.00
2018 12 01 06 50 189  9.0 10.5  2.09  8.33  5.80 137 1013.5  24.3  25.3 999.0 99.0 99.00
2018 12 01 07 50 192  8.6  9.8  2.03  9.09  5.84 146 1013.4  24.2  25.3 999.0 99.0 99.00
2018 12 01 08 50 187  7.5  9.0  1.92  9.09  5.83 144 1013.7  24.0  25.3 999.0 99.0 99.00
2018 12 01 09 50 192  6.9  8.1  2.20  8.33  6.25 143 1013.4  24.1  25.3 999.0 99.0 99.00
2018 12 01 10 50 207  6.1  7.0  2.12  9.09  6.08 138 1013.3  24.2  25.3 999.0 99.0 99.00
2018 12 01 11 50 253  5.6  7.6  1.88  9.09  6.18 144 1013.2  21.8  25.3 999.0 99.0 99.00
2018 12 01 12 50 194  3.4  4.4  1.90  7.69  6.44 132 1012.6  22.4  25.2 999.0 99.0 99.00
2018 12 01 13 50 247  3.7  5.0  1.85  8.33  6.48 127 1012.6  22.4  25.2 999.0 99.0 99.00
2018 12 01 14 50 319  3.2  6.2  1.77  9.09  6.68 129 1012.6  23.4  25.2 999.0 99.0 99.00
2018 12 01 15 50 346  6.7  8.1  2.03  8.33  6.69 114 1012.8  24.1  25.2 999.0 99.0 99.00
2018 12 01 16 50 337  6.0  7.5  1.82 14.81  6.65 284 1013.6  24.0  25.2 999.0 99.0 99.00
2018 12 01 17 50 354  5.0  6.1  1.90 14.81  6.72 280 1014.1  24.2  25.2 999.0 99.0 99.00
2018 12 01 18 50 352  5.2  6.7  1.98  8.33  6.89 110 1014.7  24.2  25.2 999.0 99.0 99.00
2018 12 01 19 50 356  4.9  6.7  1.99 14.81  6.64 266 1015.0  24.1  25.2 999.0 99.0 99.00
2018 12 01 20 50 354  3.9  5.2  1.92 14.81  6.83 289 1014.8  24.1  25.2 999.0 99.0 99.00
2018 12 01 21 50 359  3.6  5.0  2.07  9.09  7.14 119 1014.3  24.1  25.3 999.0 99.0 99.00
2018 12 01 22 50 354  3.0  4.1  2.15 14.81  7.44 267 1013.5  24.1  25.4 999.0 99.0 99.00
2018 12 01 23 50 359  3.1  4.4  2.17 12.90  7.67 283 1013.0  24.1  25.5 999.0 99.0 99.00
2018 12 02 00 50 355  3.6  5.1  2.12 11.43  7.48 293 1012.8  24.2  25.5 999.0 99.0 99.00
2018 12 02 01 50   1  3.6  4.5  2.31 13.79  8.19 294 1013.1  24.3  25.5 999.0 99.0 99.00
2018 12 02 02 50 356  3.7  4.8  2.22 10.81  7.84 290 1013.5  24.2  25.4 999.0 99.0 99.00
2018 12 02 03 50 354  3.6  4.8  2.33  9.09  7.90 101 1014.3  24.0  25.4 999.0 99.0 99.00
2018 12 02 04 50   4  3.5  5.0  2.17 10.00  8.02 294 1014.9  24.0  25.3 999.0 99.0 99.00
2018 12 02 05 50   3  3.6  4.8  2.07 10.81  7.83 286 1015.7  24.0  25.3 999.0 99.0 99.00
2018 12 02 06 50  11  3.9  5.3  2.14 12.12  8.05 283 1016.0  23.9  25.3 999.0 99.0 99.00
2018 12 02 07 50 354  4.9  6.8  2.21 10.00  7.84 298 1016.1  24.1  25.2 999.0 99.0 99.00
2018 12 02 08 50  14  5.0  6.2  2.30 12.12  8.31 281 1016.0  23.9  25.2 999.0 99.0 99.00
2018 12 02 09 50  10  4.9  6.2  2.42 11.43  8.21 296 1015.9  23.9  25.2 999.0 99.0 99.00
2018 12 02 10 50   5  4.5  5.7  2.47 12.12  8.06 277 1015.6  23.7  25.2 999.0 99.0 99.00
2018 12 02 11 50  11  4.8  6.0  2.35 12.12  8.01 276 1015.2  23.6  25.2 999.0 99.0 99.00
2018 12 02 12 50  24  5.0  6.0  2.35 12.12  7.93 293 1014.7  23.7  25.2 999.0 99.0 99.00
2018 12 02 13 50  12  5.2  6.1  2.53 12.12  8.17 284 1014.5  23.5  25.1 999.0 99.0 99.00
2018 12 02 14 50  12  6.2  7.8  2.27  8.33  7.53 136 1014.4  23.4  25.1 999.0 99.0 99.00
2018 12 02 15 50  23  6.3  7.6  2.18 12.12  7.32 293 1014.8  23.3  25.1 999.0 99.0 99.00
2018 12 02 16 50  17  5.3  6.6  2.42 11.43  7.77 293 1015.4  23.3  25.1 999.0 99.0 99.00
2018 12 02 17 50   4  5.1  6.7  1.98 12.90  6.97 298 1016.2  23.6  25.0 999.0 99.0 99.00
2018 12 02 18 50   3  5.5  6.5  2.14 12.12  7.46 288 1016.9  23.6  25.0 999.0 99.0 99.00
2018 12 02 19 50  10  4.7  5.7  2.04 12.12  7.37 297 1017.3  23.6  25.0 999.0 99.0 99.00
2018 12 02 20 50  28  5.0  6.2  2.05 12.90  7.62 292 1017.0  23.7  25.0 999.0 99.0 99.00
2018 12 02 21 50  36  6.5  7.6  2.09 12.12  7.50 293 1016.2  23.5  25.0 999.0 99.0 99.00
2018 12 02 22 50  35  7.0  8.4  2.06 12.90  6.96 301 1015.5  23.7  25.0 999.0 99.0 99.00
2018 12 02 23 50  37  6.8  8.3  2.14 12.12  6.92 307 1015.1  23.6  25.0 999.0 99.0 99.00
2018 12 03 00 50  42  6.8  8.3  1.98 12.12  6.77 316 1014.9  23.8  25.0 999.0 99.0 99.00
2018 12 03 01 50  34  8.8 10.4  2.02 12.12  6.77 322 1015.0  23.6  25.0 999.0 99.0 99.00
2018 12 03 02 50  33  8.6 10.1  2.05 12.12  6.32 317 1015.5  23.6  25.0 999.0 99.0 99.00
2018 12 03 03 50  35  8.7 10.4  2.05 11.43  6.14 322 1016.1  23.6  25.0 999.0 99.0 99.00
2018 12 03 04 50  44  7.3  9.0  2.26  8.33  6.54  74 1016.9  23.6  25.0 999.0 99.0 99.00
2018 12 03 05 50  50  6.9  8.5  2.11 12.12  6.41 314 1017.6  23.7  24.9 999.0 99.0 99.00
2018 12 03 06 50  49  6.6  7.8  1.86 11.43  6.35 306 1018.0  23.8  24.9 999.0 99.0 99.00
2018 12 03 07 50  53  6.8  8.0  1.87 10.81  6.13 295 1018.3  23.9  24.9 999.0 99.0 99.00
2018 12 03 08 50  51  6.0  7.4  1.83 11.43  6.23 278 1018.4  23.8  24.9 999.0 99.0 99.00
2018 12 03 09 50  48  6.6  9.0  1.90 11.43  6.53 324 1018.3  23.8  24.9 999.0 99.0 99.00
2018 12 03 10 50  59  7.3  8.5  1.76 11.43  6.12 315 1018.2  23.7  24.9 999.0 99.0 99.00
2018 12 03 11 50  46  7.2  9.1  1.72  7.69  5.84  64 1018.0  23.5  24.8 999.0 99.0 99.00
